ip,x,y
78.186.164.224,-162.23955229295711,8.08328440005647
178.213.130.74,59.687760477046425,43.99936642295975
83.149.38.41,45.021200659463574,19.052879373302275
111.73.232.49,167.08315779486702,26.60380016828826
195.113.144.245,-104.28161664734718,23.783236983021453
72.5.24.102,-55.10786744730042,11.282701851375649
95.26.107.225,-65.26622867501251,78.18411617319208
78.90.10.227,177.10673166655442,-9.833302232846833
89.103.225.234,-71.66030453266464,-13.866080266731515
161.53.210.12,-84.62571559172568,-6.384276562774318
87.203.124.132,-147.71946677897768,20.939158901154812
210.165.182.84,-108.64053173823933,-26.89522380815019
89.102.52.186,95.31496544698149,47.430740372554936
82.71.27.43,-41.062324867563234,23.2852747857565
78.84.68.226,142.3090138136617,6.285357172714356
114.24.67.162,-29.470118430147267,-61.10447406672344
87.226.64.18,-25.335790591092064,-57.959970413541015
111.252.18.196,44.66708766077079,-30.643592293482335
78.83.54.25,-112.95965064985144,26.346530294700116
111.252.204.217,-15.677156266170016,56.79884672974296
98.231.25.223,-137.4897195736585,73.38349641183945
131.159.40.233,-154.56386369810375,35.42478222500473
184.155.7.174,109.20622502621683,75.50586866027899
95.182.74.39,-9.837181593393467,-66.3537614053015
87.236.31.142,172.40960308468055,27.490819875369155
145.116.6.140,113.80894376703179,-74.94148562513936
128.36.132.145,178.73255510161255,-7.633894212201199
85.239.141.135,-41.30839473559334,68.76519997628907
169.236.9.88,-97.96198537240103,-7.485321805520087
24.107.115.226,-50.56042724819224,69.80983912222757
68.38.87.183,-30.21502554543943,58.10030401593136
115.30.176.173,-43.19847774749502,77.56839817879927
78.90.79.92,150.26055348921068,48.620142589210474
91.202.134.25,13.361612178036069,-65.3603274269826
217.164.163.79,-98.40457682684291,15.245685206684243
91.79.134.214,-105.90054226349423,-60.25280831749188
76.110.30.188,-122.82043117315528,76.22882954321994
217.199.97.126,-30.852436012702412,31.292003871914787
89.228.50.29,98.95273813961285,30.18631234706703
178.121.24.214,66.11475695741225,-9.421881476407421
118.231.67.213,-19.20065629342892,40.73455531020839
217.208.223.53,123.1872972773022,10.113302775596722
76.112.185.98,-83.68183208283301,80.7002887715037
94.101.193.91,115.9782497307603,64.1791532937718
159.148.226.252,-136.37399226065853,53.78318624766479
111.251.82.194,10.349618223798274,0.06376777516372556
114.27.229.184,-139.61375644957522,-75.34246724016282
95.111.37.139,36.53178298290791,-28.945446461584936
41.251.19.42,-10.987796799949848,54.13363092147813
79.103.207.50,-49.14180721492053,-71.70625571649418
218.103.243.9,68.79387638377324,-12.129345837826435
94.196.76.92,73.22236158736024,0.9166255778507804
81.104.184.70,-168.27666352059836,24.092243255636973
218.212.8.110,-110.95574225536492,80.9383737791492
76.121.243.162,158.6427848280104,32.58292370479617
218.35.11.84,35.48489378088712,-83.79175450788662
60.62.138.159,31.928386654572222,-84.75756443723895
118.168.165.228,-148.916909267854,-18.589662968160326
66.214.134.184,-131.0700918621448,-83.23173798908398
196.44.189.188,110.50052297070062,-35.56455065797668
87.185.118.154,-81.49669379217048,51.81040533096751
78.90.63.69,172.55302691140713,-52.41337157312429
46.232.156.42,133.48448499900883,-27.848122345776737
76.18.67.194,93.25074264022777,67.98638399718743
85.248.44.71,-102.88962692014114,64.71068360342053
176.9.0.5,119.62737397707309,72.7100077803494
173.252.2.248,23.60260033178986,-63.94270139485806
81.30.186.152,174.336277249055,61.890257971301594
178.203.92.166,21.883899547116982,-28.30931829618683
89.190.248.103,-22.213686817494846,57.0814779809877
95.68.127.28,-70.40794676223324,48.021293667810255
82.151.67.199,-113.63808116460382,-51.90807669057596
178.174.153.76,104.88179393266051,7.247973613149085
88.81.50.254,-170.135115057457,7.652222299332493
88.223.51.168,73.42121129664733,-17.971672151253898
77.125.82.121,178.23632534445483,82.7948867276564
46.109.48.75,-86.90973040404958,-35.56493600603879
24.222.164.129,-23.165976548212853,-39.735732806588885
178.140.17.239,167.6445818787186,-13.533010744658327
119.56.20.29,116.33150671056313,5.938666179154922
131.104.173.112,-13.915769696925196,-17.46283500990714
109.121.241.79,-20.842832753404082,5.020014138107456
77.209.99.18,116.0635793206659,11.503133315123563
118.161.57.55,-65.0030721069068,-11.978712578256406
130.75.183.148,-82.9647208282376,68.57197349774418
212.233.250.190,-177.80850966097017,-67.39294895666623
95.73.110.231,-84.70391084042528,-10.922794823376677
88.80.102.94,-115.21936008126079,-12.76092923962645
98.224.46.203,59.343445484434255,3.9385667954550314
88.80.140.70,-73.65659879034067,65.42408023928243
93.81.156.155,-77.80218277000007,17.9062948720466
61.31.143.171,129.69530728589461,-71.92426098502328
92.248.202.40,138.67727019713112,46.398350201756614
77.105.243.1,-135.50926997668057,56.56541704080689
78.142.2.52,162.3605366828894,-14.45403400628065
60.250.139.239,-36.750374246724846,28.811576938359806
93.80.121.63,-143.97177364428657,-79.38595789598934
46.187.90.69,61.90888861323208,71.7928400030307
87.79.228.84,132.30303012412645,-17.912900919591863
211.181.131.43,-118.52581481919394,-60.33869386552388
114.36.152.251,-22.38787141223682,-61.806342141092124
193.86.244.132,-135.9463660725675,-48.75561564355975
178.93.108.8,-92.6521200161691,-41.80372280137665
78.241.148.91,-81.60076904343006,-70.09495044101294
109.111.145.142,109.22025878400422,-74.52311316311975
84.26.188.205,65.83905196310053,5.2382684031333895
116.92.25.225,115.73015490556588,53.48489701692529
111.184.45.18,148.3701522324638,-27.866169736998906
76.68.137.4,-110.96804777728353,14.494014917752551
91.210.158.202,-157.9627773858036,-56.93011401400664
195.222.126.134,-121.6165316174733,-52.8196563986297
81.198.175.52,58.23382853087264,-30.337476238354895
142.166.82.139,-104.80582276023833,5.734920478021962
61.227.193.114,26.679579440280634,-11.544292159910228
92.247.213.123,-102.54484346146695,-82.52350495613896
202.173.219.102,-10.697594972242172,56.359181441443525
88.155.149.207,73.40892496621521,16.221942436682397
173.212.70.194,-157.14486768558692,-6.246317362083602
62.107.195.28,82.5623301344292,-38.87584062619728
173.217.73.212,-36.504782420977676,-26.147795688161374
193.68.159.125,139.31272504606363,38.25404184837224
81.183.198.216,-96.32269593318061,11.650835137372411
89.23.0.75,90.0204567772036,-26.253277870421037
77.99.71.174,115.46975533002205,-21.695784662551326
98.254.172.76,-125.24968613308315,-38.95017052611953
109.87.159.142,153.2748919856997,-4.698537120445735
213.231.47.83,-45.80734972898426,12.426744206489673
151.48.110.59,-106.23268213244896,-76.49652318279247
62.245.79.141,138.76825479072608,-10.810219675782818
94.129.2.129,-64.86675583189832,72.74610314211606
95.169.213.63,-1.152211396732298,10.90636863400455
72.241.41.17,-78.05787643254999,-16.45756249182196
99.35.151.163,-112.01549924535072,-25.913754347385556
87.110.212.153,-112.3400134622673,58.094934529392305
114.181.17.224,44.63434152189839,-61.051087680916226
87.110.212.204,-105.21430789306088,52.26693416589714
82.12.9.56,9.636924244950364,-19.18684100964103
213.241.124.217,41.872366475260065,-19.206818058464037
87.110.97.187,-0.24414858681362261,-68.92184001587273
89.138.114.175,92.8739904494085,-69.57657392726702
121.80.188.62,52.853710938388275,-71.48685262708038
94.47.224.70,-95.41027418656924,-69.17425582325731
87.117.201.199,154.23741411193828,11.10320942832466
84.210.104.153,-40.81420748879114,-25.136503771150473
77.78.166.245,-60.40639133678191,62.633024276490886
90.191.6.183,-35.25849369669075,12.24973110343906
75.181.148.103,3.8008657050482384,70.42319999076929
50.44.82.148,166.6706186097722,23.43961000437902
98.254.222.63,-97.78367787863665,31.435947591585162
118.171.248.144,-158.73481693883636,75.24921899314165
77.77.50.52,16.655813126076282,-15.220081077123922
75.13.68.116,-14.86044819610757,-44.180956062734296
90.162.14.66,-15.788751674684221,-10.77032722947375
111.243.160.109,-25.18955606498068,-54.05390833428107
86.31.75.215,-102.9555566614882,44.84910045514226
70.125.145.95,-19.90879246497076,-46.469726974801574
188.77.200.10,-115.79231950454373,27.006163656728177
93.152.132.147,-80.79698721821111,65.6418662744629
98.247.232.179,60.58073945760063,-20.934739042713417
93.147.166.229,-107.16172693133632,46.50211267119428
67.250.107.236,-127.63534632149587,64.34052982498983
41.196.127.43,-118.35217734403639,1.7394425406364746
77.67.32.14,71.0460352970286,4.911507216829989
94.155.201.171,105.44045380920545,10.931158454975147
204.9.163.200,152.28037462705197,48.6321796207624
2.92.77.1,-18.35198162210756,-51.93237342126971
2.50.140.176,26.45091733259258,-75.52720544932608
80.254.73.21,-30.81585481389959,-43.441844376508016
94.209.87.36,-146.21678105021454,84.95763047288179
75.103.153.167,-160.34606428317005,-52.299105446328
93.134.186.201,66.33249685007223,-46.82429670698626
1.174.139.10,-146.98832813929596,64.9408042919523
86.58.84.96,-122.88937948509863,8.558868110410273
116.15.174.235,133.465676944667,71.47675515366214
116.15.101.142,36.19224646538623,49.361875341250766
59.104.108.33,29.03508505995893,-71.06142636412002
82.119.17.106,-113.00133271325132,-73.4242834610605
